Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
Trying to think positive and not let this situation discourage me   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_   _emoj_sparkles_ ,,,,,,,1,,,,
Turns out 'it' wasn't even anything to be concerned about at all Im happy and a bit frustrated it took so long to get this answer,1,,,,,,,,,,
Turns out 'it' wasn't even anything to be concerned about at all Im happy and a bit frustrated it took so long to get this answer,,,1,,,,,,,,
Turns out 'it' wasn't even anything to be concerned about at all Im happy and a bit frustrated it took so long to get this answer,,,,,1,,,,,,
Tutoring gives me such an exhilarating feeling I love helping people   _emoj_relieved_ ,,,,,1,,,,,,
Tutoring gives me such an exhilarating feeling I love helping people   _emoj_relieved_ ,,,,,,1,,,,,
Tutoring gives me such an exhilarating feeling I love helping people   _emoj_relieved_ ,,,,,,,1,,,,
TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself,1,,,,,,,,,,
TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself,,,1,,,,,,,,
twd comes on soon happy,,,,,1,,,,,,
twitter users Tweeting on twitter is like playing a game against the computer Where's the life Everyone too afraid to say something,,,1,,,,,,,,
twitter users Tweeting on twitter is like playing a game against the computer Where's the life Everyone too afraid to say something,,,,1,,,,,,,
twitter users Tweeting on twitter is like playing a game against the computer Where's the life Everyone too afraid to say something,,,,,,,,1,,,
Ugh I want to punch a wall every time I have to use  Literally the worst product ever made windows10  killme,1,,,,,,,,,,
Ugh I want to punch a wall every time I have to use  Literally the worst product ever made windows10  killme,,,1,,,,,,,,
Ugh I want to punch a wall every time I have to use  Literally the worst product ever made windows10  killme,,,,,,,,,1,,
Ugh I want to punch a wall every time I have to use  Literally the worst product ever made windows10 awful killme,1,,,,,,,,,,
Ugh I want to punch a wall every time I have to use  Literally the worst product ever made windows10 awful killme,,,1,,,,,,,,
ugh this is the worst i didn't read at all this whole first month of school and i have a unit test on friday awe man,1,,,,,,,,,,
ugh this is the worst i didn't read at all this whole first month of school and i have a unit test on friday awe man,,,1,,,,,,,,
ugh this is the worst i didn't read at all this whole first month of school and i have a unit test on friday awe man,,,,1,,,,,,,
ugh this is the worst i didn't read at all this whole first month of school and i have a unit test on friday awe man,,,,,,,,,1,,
Ugh Why am I not asleep yet Fml I think low key I'm afraid I might miss something SleeplessNight sleepy ,,,1,,,,,,,,
Ugh Why am I not asleep yet Fml I think low key I'm afraid I might miss something SleeplessNight sleepy ,,,,1,,,,,,,
Ugh Why am I not asleep yet Fml I think low key I'm afraid I might miss something SleeplessNight sleepy ,,,,,,,,1,,,
Ugh Why am I not asleep yet Fml I think low key I'm afraid I might miss something SleeplessNight sleepy ,,,,,,,,,1,,
Ugh Why am I not asleep yet Fml I think low key I'm afraid I might miss something SleeplessNight sleepy restless,,,,,,,,1,,,
Ugh Why am I not asleep yet Fml I think low key I'm afraid I might miss something SleeplessNight sleepy restless,,,,,,,,,1,,
ukedchat A4 Just go outside or to the gym hall and play  education playful learning,,,,,1,,,,,,
ukedchat A4 Just go outside or to the gym hall and play  education playful learning,,,,,,,,,,1,
Ultimately KeithScott wasn't the man they were there to hand an arrest warrant to That's what we know That's enough to cause outrage,1,,,,,,,,,,
Ultimately KeithScott wasn't the man they were there to hand an arrest warrant to That's what we know That's enough to cause outrage,,,,1,,,,,,,
Unbelievable takes minutes to get through to  then there's a fault and the call hangs up  treatcustomersfairly,1,,,,,,,,,,
Unbelievable takes minutes to get through to  then there's a fault and the call hangs up  treatcustomersfairly,,,1,,,,,,,,
Unbelievable takes minutes to get through to  then there's a fault and the call hangs up fuming treatcustomersfairly,1,,,,,,,,,,
Unbelievable takes minutes to get through to  then there's a fault and the call hangs up fuming treatcustomersfairly,,,1,,,,,,,,
Unruly kids at 8am in the morning nothanks ripping the flower beds up by the roots while their parents watch shocking,,,,1,,,,,,,
Update I have yet to hang out with  but I'm still hopeful ,,,,,,,1,,,,
UPLIFT If you're still discouraged it means you're listening to the wrong voices amp looking to the wrong source Look to the LORD,,,,,,,1,,,,
Urgent need to get a new job The constant gloom of my current one is getting a bit ridiculous now,,1,,,,,,,,,
Urgent need to get a new job The constant gloom of my current one is getting a bit ridiculous now,,,,,,,,1,,,
Urgent need to get a new job The constant gloom of my current one is getting a bit ridiculous now,,,,,,,,,1,,
US lady in foyer  'Am I not afraid to be tweeting in Moscow' Fortified by d good Lord amp JD I reply 'I fear no Russian 'cept my wife  _emoj_sweat_smile_ ,,,,1,,,,,,,
US lady in foyer  'Am I not afraid to be tweeting in Moscow' Fortified by d good Lord amp JD I reply 'I fear no Russian 'cept my wife  _emoj_sweat_smile_ ,,,,,1,,,,,,
US you need to band together not apart nevertrump he promotes hatred and fuels ,1,,,,,,,,,,
US you need to band together not apart nevertrump he promotes hatred and fuels ,,,1,,,,,,,,
US you need to band together not apart nevertrump he promotes hatred and fuels fear,1,,,,,,,,,,
US you need to band together not apart nevertrump he promotes hatred and fuels fear,,,1,,,,,,,,
US you need to band together not apart nevertrump he promotes hatred and fuels fear,,,,1,,,,,,,
Use your smile to change the world Don't let the world change your smile' quote actorslife  love hardworkpaysoff fun,,,,,1,,,,,,
Use your smile to change the world Don't let the world change your smile' quote actorslife  love hardworkpaysoff fun,,,,,,1,,,,,
Use your smile to change the world Don't let the world change your smile' quote actorslife  love hardworkpaysoff fun,,,,,,,1,,,,
Use your smile to change the world Don't let the world change your smile' quote actorslife smile love hardworkpaysoff fun,,,,,1,,,,,,
Use your smile to change the world Don't let the world change your smile' quote actorslife smile love hardworkpaysoff fun,,,,,,,1,,,,
Using multiple combs simultaneously is what I like to call impressive work    O  ohsnap daaamn,,,,,1,,,,,,
Using multiple combs simultaneously is what I like to call impressive work    O  ohsnap daaamn,,,,,,,1,,,,
Using multiple combs simultaneously is what I like to call impressive work    O  ohsnap daaamn,,,,,,,,,1,,
Using multiple combs simultaneously is what I like to call impressive work    O snap ohsnap daaamn,,,,,1,,,,,,
Using multiple combs simultaneously is what I like to call impressive work    O snap ohsnap daaamn,,,,,,,1,,,,
Vacation wise Egypt offers great places amazing scenery bright skies and good weather at a very good and affordable price for students,,,,,1,,,,,,
Vacation wise Egypt offers great places amazing scenery bright skies and good weather at a very good and affordable price for students,,,,,,1,,,,,
Vacation wise Egypt offers great places amazing scenery bright skies and good weather at a very good and affordable price for students,,,,,,,1,,,,
Val got a little too big for her hiking boots with that bakewell the little terror GBBO,,,,,1,,,,,,
Very depressing seeing my whole fam packing to go on holiday tomorrow and I'm just staying here   _emoj_upside_down_face_,,,,,,,,,1,,
very little frustrates me as much as misplacing something Been looking for my keys for hours now ,1,,,,,,,,,,
very little frustrates me as much as misplacing something Been looking for my keys for hours now ,,,1,,,,,,,,
very little frustrates me as much as misplacing something Been looking for my keys for hours now rage,1,,,,,,,,,,
very little frustrates me as much as misplacing something Been looking for my keys for hours now rage,,,1,,,,,,,,
very little frustrates me as much as misplacing something Been looking for my keys for hours now rage,,,,,,,,,1,,
Very long day Thank goodness for Bake Off to brighten up a weary Wednesday   _emoj_white_smiling_face_  GBBO,,1,,,,,,,,,
Very long day Thank goodness for Bake Off to brighten up a weary Wednesday   _emoj_white_smiling_face_  GBBO,,,,,1,,,,,,
Very long day Thank goodness for Bake Off to brighten up a weary Wednesday   _emoj_white_smiling_face_  GBBO,,,,,,,1,,,,
Violence doesn't fix violence pain and anger are the same reaction in the brain Cure the pain and the anger will go away,1,,,,,,,,,,
violently screams at the four winds WE AINT EVER GETTING OLDER cute jovial rhythm starts moves hips along and waves arms in the air,,,,1,,,,,,,
violently screams at the four winds WE AINT EVER GETTING OLDER cute jovial rhythm starts moves hips along and waves arms in the air,,,,,1,,,,,,
violently screams at the four winds WE AINT EVER GETTING OLDER cute jovial rhythm starts moves hips along and waves arms in the air,,,,,,,1,,,,
Virtually every statement by other countries at UN has referred to terror as main threat to peace Pak still in denial MEA,,,,1,,,,,,,
Walk right through them See way past them and don't even hesitate running them over,,,1,,,,,,,,
Walk right through them See way past them and don't even hesitate running them over,,,,,,,1,,,,
wanna always be the reason behind her happiness and i'll always keep her smiling no matter what happens  _emoj_aquarius_   _emoj_heart_  ,,,,,1,,,,,,
wanna always be the reason behind her happiness and i'll always keep her smiling no matter what happens  _emoj_aquarius_   _emoj_heart_  ,,,,,,1,,,,,
wanna always be the reason behind her happiness and i'll always keep her smiling no matter what happens  _emoj_aquarius_   _emoj_heart_  ,,,,,,,1,,,,
wanna always be the reason behind her happiness and i'll always keep her smiling no matter what happens  _emoj_aquarius_   _emoj_heart_  ,,,,,,,,,,,1
wanna go home and focus up on this game  Don't wanna rage at all,,,,,1,,,,,,
wanna go home and focus up on this game  Don't wanna rage at all,,,,,,,1,,,,
Want Darren to open the video so he can appreciate my hilarity,,,,,1,,,,,,
wants body to look a certain way eats cookies mac n cheese kitchen sink and small neighbor child,,,,,1,,,,,,
wants body to look a certain way eats cookies mac n cheese kitchen sink and small neighbor child,,,,,,1,,,,,
wants body to look a certain way eats cookies mac n cheese kitchen sink and small neighbor child,,,,,,,,1,,,
wants body to look a certain way eats cookies mac n cheese kitchen sink and small neighbor child,,,,,,,,,1,,
warning i am a sensitive angry insecure baby today but UGH why do people at large either hate or ignore me bc it is literallythe worst,1,,,,,,,,,,
warning i am a sensitive angry insecure baby today but UGH why do people at large either hate or ignore me bc it is literallythe worst,,,1,,,,,,,,
Was actually just watching AHS while half covering my eyes scared Roanoke  AHSRoanoke,,,,1,,,,,,,
Was actually just watching AHS while half covering my eyes scared Roanoke nightmare AHSRoanoke,,,,1,,,,,,,
Was going to get a new horror movie tattoo tonight but my artist flaked out on me for the 3rd time amp said he was done tattooing,1,,,,,,,,,,
Was going to get a new horror movie tattoo tonight but my artist flaked out on me for the 3rd time amp said he was done tattooing,,,,1,,,,,,,
Watch this amazing lively broadcast by boss  musicallyjh,,,,,1,,,,,,
Watch this amazing lively broadcast by boss  musicallyjh,,,,,,,,,,1,
Watch this amazing lively broadcast by peterson lively musically   Come WATCH,,,,,1,,,,,,
Watch this amazing lively broadcast by peterson lively musically   Come WATCH,,,,,,1,,,,,
Watch this amazing lively broadcast by peterson lively musically   Come WATCH,,,,,,,1,,,,
Watch this amazing lively broadcast by peterson lively musically   Come WATCH,,,,,,,,,,1,
Watched the movie friend request at 2am awhile ago in a dark cold night and it was one of the bad choices I've ever made nightmare   _emoj_cold_sweat_ ,,,1,,,,,,,,
